"ProductID","ShipToID","VolumeInKG"
"1534071 - AU","3709","0.18"
"1534071 - AU","4002","0.36"
"1534071 - AU","4014","0.18"
"1534071 - AU","4030","0.72"
"1534071 - AU","4034","1.8"
"1534071 - AU","4039","0.18"
"1534071 - AU","4060","0.72"
"1534071 - AU","4067","2.34"
"1534071 - AU","4077","0.18"
"1534071 - AU","4080","1.8"
"1534071 - AU","4098","0.9"
"1534071 - AU","4147","0.18"
"1534071 - AU","5003","0.36"
"1534071 - AU","5005","0.18"
"1534071 - AU","5029","0.9"
"1534071 - AU","5041","0.18"
"1534071 - AU","6003","1.08"
"1534071 - AU","6007","0.36"
"1534071 - AU","6019","0.36"
"1534071 - AU","6021","3.6"
"1534071 - AU","6027","2.7"
"1534071 - AU","6028","1.8"
"1534071 - AU","6031","0.72"
"1534071 - AU","6705","0.18"
"1534071 - AU","7003","1.44"
"1534071 - AU","7004","0.54"
"1534071 - AU","7010","0.72"
"1534071 - AU","7015","0.36"
"1534071 - AU","7703","1.08"
"1534071 - AU","7704","0.18"
"1534071 - AU","8006","1.8"
"1534072 - AU","6007","0.58"
"1534072 - AU","6012","0.58"
"1534072 - AU","6038","0.29"
"1534072 - AU","6705","0.87"
"1534072 - AU","4027","0.58"
"1534072 - AU","2009","0.29"
"1534072 - AU","2010","0.58"
"1534072 - AU","2031","0.29"
"1534072 - AU","2033","2.03"
"1534072 - AU","2041","0.87"
"1534072 - AU","2044","0.29"
"1534072 - AU","2061","1.74"
"1534072 - AU","2067","0.29"
"1534072 - AU","2100","6.09"
"1534072 - AU","2113","1.45"
"1534072 - AU","2217","2.32"
"1534072 - AU","3008","0.29"
"1534072 - AU","3034","3.77"
"1534072 - AU","3045","0.29"
"1534072 - AU","3079","0.87"
"1534072 - AU","3097","1.16"
"1534072 - AU","5026","0.29"
"1534073 - AU","6008","0.54"
"1534073 - AU","4035","0.18"
"1534073 - AU","2030","0.36"
"1534073 - AU","2114","5.4"
"1534073 - AU","2125","0.72"
"1534073 - AU","2206","98.1"
"1534073 - AU","3043","7.02"
"1534074 - AU","6048","0.56"
"1534074 - AU","4035","0.84"
"1534074 - AU","2015","2.24"
"1534074 - AU","2035","0.28"
"1534074 - AU","2205","0.28"
"1534074 - AU","2206","11.48"
"1534074 - AU","3027","0.56"
"1534074 - AU","3043","27.16"
"1534074 - AU","3168","8.96"
"1534074 - AU","7001","0.56"
"1534075 - AU","6010","0.88"
"1534075 - AU","2067","0.44"
"1534075 - AU","2113","2.2"
"1534075 - AU","3114","0.88"
"1534076 - AU","6001","0.44"
"1534076 - AU","6001","0.44"
"1534076 - AU","6002","0.44"
"1534076 - AU","6006","2.64"
"1534076 - AU","6007","0.88"
"1534076 - AU","6008","1.76"
"1534076 - AU","6012","0.44"
"1534076 - AU","6014","0.44"
"1534076 - AU","6014","0.44"
"1534076 - AU","6017","0.44"
"1534076 - AU","6027","0.44"
"1534076 - AU","6028","0.44"
"1534076 - AU","6031","0.44"
"1534076 - AU","6038","0.44"
"1534076 - AU","6048","0.44"
"1534076 - AU","6705","0.44"
"1534076 - AU","2021","0.88"
"1534076 - AU","2085","0.88"
"1534076 - AU","2199","0.44"
"1534076 - AU","4002","0.44"
"1534076 - AU","4002","1.32"
"1534076 - AU","4003","3.96"
"1534076 - AU","4004","2.2"
"1534076 - AU","4005","3.08"
"1534076 - AU","4007","2.64"
"1534076 - AU","4007","9.68"
"1534076 - AU","4008","3.52"
"1534076 - AU","4008","1.32"
"1534076 - AU","4012","0.44"
"1534076 - AU","4013","1.32"
"1534076 - AU","4014","0.44"
"1534076 - AU","4014","0.88"
"1534076 - AU","4015","2.2"
"1534076 - AU","4015","1.32"
"1534076 - AU","4016","2.2"
"1534076 - AU","4016","1.76"
"1534076 - AU","4017","0.44"
"1534076 - AU","4024","1.76"
"1534076 - AU","4024","0.44"
"1534076 - AU","4026","0.88"
"1534076 - AU","4027","2.64"
"1534076 - AU","4027","0.88"
"1534076 - AU","4029","0.44"
"1534076 - AU","4029","1.32"
"1534076 - AU","4032","0.88"
"1534076 - AU","4033","3.08"
"1534076 - AU","4034","0.88"
"1534076 - AU","4035","1.32"
"1534076 - AU","4036","0.44"
"1534076 - AU","4036","0.44"
"1534076 - AU","4041","4.4"
"1534076 - AU","4041","0.44"
"1534076 - AU","4043","0.88"
"1534076 - AU","4044","0.44"
"1534076 - AU","4045","2.64"
"1534076 - AU","4048","0.44"
"1534076 - AU","4050","0.44"
"1534076 - AU","4051","1.32"
"1534076 - AU","4051","0.88"
"1534076 - AU","4054","0.44"
"1534076 - AU","4059","0.88"
"1534076 - AU","4060","0.44"
"1534076 - AU","4064","1.76"
"1534076 - AU","4065","0.44"
"1534076 - AU","4066","1.76"
"1534076 - AU","4067","1.32"
"1534076 - AU","4070","0.44"
"1534076 - AU","4073","1.76"
"1534076 - AU","4073","0.44"
"1534076 - AU","4081","6.6"
"1534076 - AU","4081","22"
"1534076 - AU","4087","1.32"
"1534076 - AU","4087","0.88"
"1534076 - AU","4095","0.88"
"1534076 - AU","4098","0.88"
"1534076 - AU","4101","2.64"
"1534076 - AU","4101","3.96"
"1534076 - AU","4104","1.32"
"1534076 - AU","4106","0.88"
"1534076 - AU","4107","0.88"
"1534076 - AU","4107","2.2"
"1534076 - AU","4111","0.88"
"1534076 - AU","4112","0.88"
"1534076 - AU","4113","1.32"
"1534076 - AU","4114","0.88"
"1534076 - AU","4115","0.44"
"1534076 - AU","4115","0.88"
"1534076 - AU","4147","0.44"
"1534076 - AU","4701","0.44"
"1534076 - AU","4701","2.2"
"1534076 - AU","4703","0.44"
"1534076 - AU","4703","0.44"
"1534076 - AU","4704","0.44"
"1534076 - AU","4705","2.2"
"1534076 - AU","4709","0.44"
"1534076 - AU","4710","0.44"
"1534076 - AU","2002","0.44"
"1534076 - AU","2006","0.44"
"1534076 - AU","2008","0.88"
"1534076 - AU","2010","0.44"
"1534076 - AU","2012","0.44"
"1534076 - AU","2013","1.32"
"1534076 - AU","2015","0.616"
"1534076 - AU","2018","2.64"
"1534076 - AU","2026","0.44"
"1534076 - AU","2029","0.88"
"1534076 - AU","2031","1.32"
"1534076 - AU","2034","0.44"
"1534076 - AU","2035","1.76"
"1534076 - AU","2036","0.88"
"1534076 - AU","2037","0.88"
"1534076 - AU","2039","0.88"
"1534076 - AU","2041","0.44"
"1534076 - AU","2043","0.44"
"1534076 - AU","2046","0.44"
"1534076 - AU","2048","0.44"
"1534076 - AU","2054","0.44"
"1534076 - AU","2057","0.44"
"1534076 - AU","2058","0.88"
"1534076 - AU","2061","0.88"
"1534076 - AU","2063","0.44"
"1534076 - AU","2081","0.88"
"1534076 - AU","2088","0.44"
"1534076 - AU","2093","1.32"
"1534076 - AU","2100","0.44"
"1534076 - AU","2116","0.44"
"1534076 - AU","2122","0.44"
"1534076 - AU","2141","0.44"
"1534076 - AU","2147","0.44"
"1534076 - AU","2160","0.88"
"1534076 - AU","2168","0.44"
"1534076 - AU","2169","0.44"
"1534076 - AU","2713","2.64"
"1534076 - AU","3001","0.88"
"1534076 - AU","3003","0.44"
"1534076 - AU","3004","1.32"
"1534076 - AU","3005","1.76"
"1534076 - AU","3006","3.08"
"1534076 - AU","3007","0.88"
"1534076 - AU","3009","0.88"
"1534076 - AU","3011","1.32"
"1534076 - AU","3014","1.76"
"1534076 - AU","3017","0.88"
"1534076 - AU","3018","0.44"
"1534076 - AU","3023","0.44"
"1534076 - AU","3024","1.32"
"1534076 - AU","3025","2.64"
"1534076 - AU","3028","0.44"
"1534076 - AU","3031","0.88"
"1534076 - AU","3033","0.44"
"1534076 - AU","3034","0.44"
"1534076 - AU","3035","0.88"
"1534076 - AU","3038","0.44"
"1534076 - AU","3039","0.44"
"1534076 - AU","3040","0.44"
"1534076 - AU","3043","0.44"
"1534076 - AU","3044","0.44"
"1534076 - AU","3045","0.44"
"1534076 - AU","3047","0.44"
"1534076 - AU","3048","1.32"
"1534076 - AU","3052","0.88"
"1534076 - AU","3053","0.44"
"1534076 - AU","3055","1.76"
"1534076 - AU","3059","0.88"
"1534076 - AU","3068","0.44"
"1534076 - AU","3079","0.88"
"1534076 - AU","3086","0.44"
"1534076 - AU","3087","0.44"
"1534076 - AU","3099","3.52"
"1534076 - AU","3108","1.32"
"1534076 - AU","3112","0.44"
"1534076 - AU","3114","0.44"
"1534076 - AU","3118","0.44"
"1534076 - AU","3120","0.44"
"1534076 - AU","3126","0.44"
"1534076 - AU","3127","0.88"
"1534076 - AU","3129","0.44"
"1534076 - AU","3131","2.2"
"1534076 - AU","3133","0.44"
"1534076 - AU","3135","0.44"
"1534076 - AU","3138","1.32"
"1534076 - AU","3141","0.44"
"1534076 - AU","3144","1.76"
"1534076 - AU","3150","0.44"
"1534076 - AU","3153","0.44"
"1534076 - AU","3155","0.44"
"1534076 - AU","3158","0.88"
"1534076 - AU","3169","0.44"
"1534076 - AU","3720","0.44"
"1534076 - AU","3721","0.44"
"1534076 - AU","5005","0.44"
"1534076 - AU","5006","0.44"
"1534076 - AU","5007","0.88"
"1534076 - AU","5011","0.88"
"1534076 - AU","5013","0.44"
"1534076 - AU","5016","0.44"
"1534076 - AU","5022","0.88"
"1534076 - AU","5052","0.44"
"1534076 - AU","7003","2.64"
"1534076 - AU","7004","0.88"
"1534076 - AU","7009","0.88"
"1534076 - AU","7703","0.44"
"1534076 - AU","7704","0.88"
"1534076 - AU","8001","0.44"
"1534076 - AU","8003","1.32"
"1534076 - AU","8004","0.88"
"1534076 - AU","8005","0.44"
"1534077 - AU","6004","0.7"
"1534077 - AU","6006","0.7"
"1534077 - AU","6014","0.7"
"1534077 - AU","6018","0.7"
"1534077 - AU","6028","0.7"
"1534077 - AU","6038","0.7"
"1534077 - AU","2021","6.3"
"1534077 - AU","2134","0.7"
"1534077 - AU","4002","0.7"
"1534077 - AU","4003","0.7"
"1534077 - AU","4005","0.7"
"1534077 - AU","4007","0.7"
"1534077 - AU","4007","1.4"
"1534077 - AU","4012","0.7"
"1534077 - AU","4015","2.8"
"1534077 - AU","4015","2.8"
"1534077 - AU","4016","2.1"
"1534077 - AU","4026","0.7"
"1534077 - AU","4027","0.7"
"1534077 - AU","4029","0.7"
"1534077 - AU","4032","0.7"
"1534077 - AU","4033","2.1"
"1534077 - AU","4034","0.7"
"1534077 - AU","4041","1.4"
"1534077 - AU","4050","0.7"
"1534077 - AU","4051","2.1"
"1534077 - AU","4059","0.7"
"1534077 - AU","4060","0.7"
"1534077 - AU","4063","0.7"
"1534077 - AU","4064","0.7"
"1534077 - AU","4067","0.7"
"1534077 - AU","4067","0.7"
"1534077 - AU","4072","0.7"
"1534077 - AU","4081","17.64"
"1534077 - AU","4081","20.3"
"1534077 - AU","4087","0.7"
"1534077 - AU","4101","0.7"
"1534077 - AU","4104","0.7"
"1534077 - AU","4106","1.4"
"1534077 - AU","4107","0.7"
"1534077 - AU","4107","0.7"
"1534077 - AU","4111","0.7"
"1534077 - AU","4115","0.7"
"1534077 - AU","4147","0.7"
"1534077 - AU","4701","0.7"
"1534077 - AU","4701","2.1"
"1534077 - AU","4705","1.4"
"1534077 - AU","4709","1.4"
"1534077 - AU","4709","1.4"
"1534077 - AU","4710","1.4"
"1534077 - AU","2008","0.7"
"1534077 - AU","2015","0.7"
"1534077 - AU","2018","3.5"
"1534077 - AU","2020","0.7"
"1534077 - AU","2031","0.7"
"1534077 - AU","2034","0.7"
"1534077 - AU","2037","0.7"
"1534077 - AU","2040","0.7"
"1534077 - AU","2055","2.1"
"1534077 - AU","2061","0.7"
"1534077 - AU","2067","0.7"
"1534077 - AU","2068","0.7"
"1534077 - AU","2075","0.7"
"1534077 - AU","2081","1.4"
"1534077 - AU","2100","0.7"
"1534077 - AU","2141","0.7"
"1534077 - AU","2147","0.7"
"1534077 - AU","2159","0.7"
"1534077 - AU","2160","1.4"
"1534077 - AU","2168","0.42"
"1534077 - AU","2169","0.7"
"1534077 - AU","3005","1.4"
"1534077 - AU","3006","0.7"
"1534077 - AU","3007","0.7"
"1534077 - AU","3019","0.7"
"1534077 - AU","3029","0.7"
"1534077 - AU","3034","0.7"
"1534077 - AU","3035","0.7"
"1534077 - AU","3047","0.7"
"1534077 - AU","3048","0.7"
"1534077 - AU","3061","1.4"
"1534077 - AU","3074","0.7"
"1534077 - AU","3079","0.7"
"1534077 - AU","3085","4.55"
"1534077 - AU","3086","0.7"
"1534077 - AU","3087","0.7"
"1534077 - AU","3097","0.7"
"1534077 - AU","3099","2.1"
"1534077 - AU","3100","0.7"
"1534077 - AU","3108","2.1"
"1534077 - AU","3120","0.7"
"1534077 - AU","3127","0.7"
"1534077 - AU","3131","0.7"
"1534077 - AU","3133","0.7"
"1534077 - AU","3135","0.7"
"1534077 - AU","3168","0.7"
"1534077 - AU","3169","0.7"
"1534077 - AU","3179","0.7"
"1534077 - AU","3180","2.8"
"1534077 - AU","5011","2.1"
"1534077 - AU","5028","0.7"
"1534077 - AU","8001","1.4"
"1534078 - AU","4007","1.1"
"1534078 - AU","3005","1.1"
"1534083 - AU","6010","3.6"
"1534083 - AU","6042","2.88"
"1534083 - AU","2005","81"
"1534083 - AU","2021","28.8"
"1534083 - AU","2022","43.2"
"1534083 - AU","2049","70.2"
"1534083 - AU","2077","37.8"
"1534083 - AU","2085","10.8"
"1534083 - AU","2087","27"
"1534083 - AU","2097","12.96"
"1534083 - AU","2134","3.6"
"1534083 - AU","2199","18"
"1534083 - AU","4001","18"
"1534083 - AU","4002","21.6"
"1534083 - AU","4002","10.8"
"1534083 - AU","4003","16.2"
"1534083 - AU","4004","3.6"
"1534083 - AU","4005","3.6"
"1534083 - AU","4005","36"
"1534083 - AU","4007","16.2"
"1534083 - AU","4007","21.6"
"1534083 - AU","4008","14.4"
"1534083 - AU","4008","25.2"
"1534083 - AU","4012","3.6"
"1534083 - AU","4012","3.6"
"1534083 - AU","4013","21.6"
"1534083 - AU","4014","10.8"
"1534083 - AU","4014","9"
"1534083 - AU","4015","59.4"
"1534083 - AU","4015","36"
"1534083 - AU","4016","14.4"
"1534083 - AU","4016","7.2"
"1534083 - AU","4017","28.8"
"1534083 - AU","4017","7.2"
"1534083 - AU","4022","7.2"
"1534083 - AU","4024","1.8"
"1534083 - AU","4026","34.2"
"1534083 - AU","4027","41.4"
"1534083 - AU","4029","25.2"
"1534083 - AU","4030","7.2"
"1534083 - AU","4030","10.8"
"1534083 - AU","4033","43.2"
"1534083 - AU","4034","18"
"1534083 - AU","4034","1.8"
"1534083 - AU","4035","5.4"
"1534083 - AU","4039","9"
"1534083 - AU","4039","7.2"
"1534083 - AU","4041","19.8"
"1534083 - AU","4043","3.6"
"1534083 - AU","4044","28.8"
"1534083 - AU","4044","19.8"
"1534083 - AU","4045","10.8"
"1534083 - AU","4048","7.2"
"1534083 - AU","4048","59.4"
"1534083 - AU","4051","21.6"
"1534083 - AU","4051","136.8"
"1534083 - AU","4054","61.2"
"1534083 - AU","4059","21.6"
"1534083 - AU","4060","36"
"1534083 - AU","4063","7.2"
"1534083 - AU","4063","1.8"
"1534083 - AU","4064","1.8"
"1534083 - AU","4065","28.8"
"1534083 - AU","4066","36"
"1534083 - AU","4067","14.4"
"1534083 - AU","4070","21.6"
"1534083 - AU","4073","2.16"
"1534083 - AU","4073","1.8"
"1534083 - AU","4077","34.2"
"1534083 - AU","4080","36"
"1534083 - AU","4080","28.8"
"1534083 - AU","4081","23.76"
"1534083 - AU","4081","21.6"
"1534083 - AU","4087","1.8"
"1534083 - AU","4095","10.8"
"1534083 - AU","4097","3.6"
"1534083 - AU","4097","3.6"
"1534083 - AU","4098","3.6"
"1534083 - AU","4098","3.6"
"1534083 - AU","4101","37.8"
"1534083 - AU","4101","14.4"
"1534083 - AU","4104","12.6"
"1534083 - AU","4104","10.8"
"1534083 - AU","4106","7.2"
"1534083 - AU","4106","7.2"
"1534083 - AU","4107","7.2"
"1534083 - AU","4107","36"
"1534083 - AU","4111","25.2"
"1534083 - AU","4112","3.6"
"1534083 - AU","4114","19.8"
"1534083 - AU","4115","1.8"
"1534083 - AU","4115","7.2"
"1534083 - AU","4117","1.8"
"1534083 - AU","4117","3.6"
"1534083 - AU","4147","19.8"
"1534083 - AU","4703","7.2"
"1534083 - AU","4704","1.8"
"1534083 - AU","4704","3.6"
"1534083 - AU","4705","18"
"1534083 - AU","4705","18"
"1534083 - AU","4709","7.2"
"1534083 - AU","4709","43.2"
"1534083 - AU","4710","5.4"
"1534083 - AU","4710","10.8"
"1534083 - AU","2002","57.6"
"1534083 - AU","2004","3.6"
"1534083 - AU","2007","28.8"
"1534083 - AU","2008","5.4"
"1534083 - AU","2011","9"
"1534083 - AU","2012","1.8"
"1534083 - AU","2014","25.2"
"1534083 - AU","2018","5.4"
"1534083 - AU","2024","93.6"
"1534083 - AU","2025","68.4"
"1534083 - AU","2026","7.2"
"1534083 - AU","2029","3.6"
"1534083 - AU","2034","19.8"
"1534083 - AU","2035","88.2"
"1534083 - AU","2037","7.2"
"1534083 - AU","2039","45"
"1534083 - AU","2040","129.6"
"1534083 - AU","2042","9"
"1534083 - AU","2043","9"
"1534083 - AU","2044","1.8"
"1534083 - AU","2046","79.2"
"1534083 - AU","2048","14.4"
"1534083 - AU","2052","27"
"1534083 - AU","2058","5.4"
"1534083 - AU","2061","19.8"
"1534083 - AU","2062","59.04"
"1534083 - AU","2063","1.8"
"1534083 - AU","2064","39.6"
"1534083 - AU","2065","16.2"
"1534083 - AU","2067","79.2"
"1534083 - AU","2074","7.2"
"1534083 - AU","2075","3.6"
"1534083 - AU","2078","52.2"
"1534083 - AU","2082","14.4"
"1534083 - AU","2088","1.8"
"1534083 - AU","2096","1.8"
"1534083 - AU","2098","7.2"
"1534083 - AU","2113","5.4"
"1534083 - AU","2116","124.2"
"1534083 - AU","2138","14.4"
"1534083 - AU","2147","45"
"1534083 - AU","2149","21.6"
"1534083 - AU","2150","3.6"
"1534083 - AU","2155","1.8"
"1534083 - AU","2159","9"
"1534083 - AU","2160","97.2"
"1534083 - AU","2163","3.6"
"1534083 - AU","2168","9"
"1534083 - AU","2169","7.2"
"1534083 - AU","2710","10.8"
"1534083 - AU","2713","64.8"
"1534083 - AU","2715","1.8"
"1534083 - AU","3006","3.6"
"1534083 - AU","3007","7.2"
"1534083 - AU","3008","7.2"
"1534083 - AU","3010","28.8"
"1534083 - AU","3011","1.8"
"1534083 - AU","3018","12.6"
"1534083 - AU","3019","5.4"
"1534083 - AU","3022","1.8"
"1534083 - AU","3023","3.6"
"1534083 - AU","3024","14.4"
"1534083 - AU","3025","14.4"
"1534083 - AU","3026","28.8"
"1534083 - AU","3027","1.8"
"1534083 - AU","3028","1.8"
"1534083 - AU","3029","5.4"
"1534083 - AU","3030","36.72"
"1534083 - AU","3031","10.8"
"1534083 - AU","3032","23.4"
"1534083 - AU","3033","3.6"
"1534083 - AU","3034","3.6"
"1534083 - AU","3035","7.2"
"1534083 - AU","3038","3.6"
"1534083 - AU","3039","9"
"1534083 - AU","3040","1.8"
"1534083 - AU","3042","3.6"
"1534083 - AU","3043","7.2"
"1534083 - AU","3044","12.6"
"1534083 - AU","3045","14.4"
"1534083 - AU","3046","5.4"
"1534083 - AU","3048","28.8"
"1534083 - AU","3051","3.6"
"1534083 - AU","3054","3.6"
"1534083 - AU","3055","5.4"
"1534083 - AU","3058","7.2"
"1534083 - AU","3059","1.8"
"1534083 - AU","3060","9"
"1534083 - AU","3061","7.2"
"1534083 - AU","3065","7.2"
"1534083 - AU","3073","50.4"
"1534083 - AU","3074","7.2"
"1534083 - AU","3075","9"
"1534083 - AU","3078","7.2"
"1534083 - AU","3079","7.2"
"1534083 - AU","3080","5.4"
"1534083 - AU","3081","3.6"
"1534083 - AU","3082","3.6"
"1534083 - AU","3086","1.8"
"1534083 - AU","3087","7.2"
"1534083 - AU","3099","1.8"
"1534083 - AU","3100","1.8"
"1534083 - AU","3101","14.4"
"1534083 - AU","3103","1.8"
"1534083 - AU","3110","1.8"
"1534083 - AU","3112","14.4"
"1534083 - AU","3114","5.4"
"1534083 - AU","3119","7.2"
"1534083 - AU","3120","10.8"
"1534083 - AU","3122","3.6"
"1534083 - AU","3125","1.8"
"1534083 - AU","3126","3.6"
"1534083 - AU","3127","3.6"
"1534083 - AU","3135","3.6"
"1534083 - AU","3138","3.6"
"1534083 - AU","3150","5.4"
"1534083 - AU","3155","9"
"1534083 - AU","3158","9"
"1534083 - AU","3168","1.8"
"1534083 - AU","3180","3.6"
"1534083 - AU","3721","1.8"
"1534083 - AU","5002","19.44"
"1534083 - AU","5003","21.6"
"1534083 - AU","5004","439.2"
"1534083 - AU","5005","36"
"1534083 - AU","5006","590.4"
"1534083 - AU","5007","21.6"
"1534083 - AU","5011","64.8"
"1534083 - AU","5013","3.6"
"1534083 - AU","5014","21.6"
"1534083 - AU","5016","36"
"1534083 - AU","5017","32.4"
"1534083 - AU","5018","63"
"1534083 - AU","5019","3.6"
"1534083 - AU","5021","28.8"
"1534083 - AU","5023","1.8"
"1534083 - AU","5026","7.2"
"1534083 - AU","5028","0.72"
"1534083 - AU","5029","18"
"1534083 - AU","5037","14.4"
"1534083 - AU","5041","21.6"
"1534083 - AU","5042","14.4"
"1534083 - AU","5052","50.4"
"1534083 - AU","5703","261"
"1534083 - AU","7001","14.04"
"1534083 - AU","7003","14.4"
"1534083 - AU","7004","3.6"
"1534083 - AU","7009","1.8"
"1534083 - AU","7010","28.8"
"1534083 - AU","7703","64.8"
"1534083 - AU","7704","0.36"
"1534083 - AU","8003","1.8"
"1534098 - AU","6001","1.65"
"1534098 - AU","6002","82.5"
"1534098 - AU","6003","13.2"
"1534098 - AU","6008","11.55"
"1534098 - AU","6009","18.15"
"1534098 - AU","6013","1.65"
"1534098 - AU","6017","3.3"
"1534098 - AU","6021","1.65"
"1534098 - AU","6028","1.65"
"1534098 - AU","6037","3.3"
"1534098 - AU","6702","4.95"
"1534098 - AU","4704","1.65"
"1534098 - AU","2067","1.65"
"1534098 - AU","2168","1.65"
"1534098 - AU","2169","6.6"
"1534098 - AU","6002","26.4"
"1534098 - AU","6017","1.65"
"1534098 - AU","6037","6.6"
"1534102 - AU","4003","0.1"
"1534102 - AU","4005","0.2"
"1534102 - AU","4007","1"
"1534102 - AU","4016","0.2"
"1534102 - AU","4067","0.2"
"1534102 - AU","2007","1"
"1534102 - AU","2044","0.2"
"1534102 - AU","2049","0.4"
"1534102 - AU","2161","0.4"
"1534102 - AU","3005","0.2"
"1534102 - AU","3011","0.2"
"1534102 - AU","3017","0.6"
"1534102 - AU","3018","0.4"
"1534102 - AU","3045","0.4"
"1534102 - AU","3055","0.2"
"1534102 - AU","3085","0.5"
"1534102 - AU","3097","0.3"
"1534102 - AU","3176","0.2"
"1534102 - AU","5021","0.8"
"1534103 - AU","4003","0.08"
"1534103 - AU","4072","0.16"
"1534103 - AU","2002","2.24"
"1534103 - AU","2039","0.16"
"1534103 - AU","2049","0.32"
"1534103 - AU","2078","0.16"
"1534103 - AU","3011","0.16"
"1534103 - AU","3018","0.16"
"1534103 - AU","3055","0.16"
"1534103 - AU","3097","0.24"
"1534103 - AU","5021","0.48"
"1534169 - AU","6009","0.3"
"1534169 - AU","6018","1.05"
"1534169 - AU","4002","0.3"
"1534169 - AU","4003","9.45"
"1534169 - AU","4005","26.4"
"1534169 - AU","4008","1.5"
"1534169 - AU","4015","3"
"1534169 - AU","4016","2.7"
"1534169 - AU","4022","1.5"
"1534169 - AU","4030","3.6"
"1534169 - AU","4033","0.15"
"1534169 - AU","4035","14.25"
"1534169 - AU","4036","0.3"
"1534169 - AU","4039","12"
"1534169 - AU","4051","1.8"
"1534169 - AU","4063","2.55"
"1534169 - AU","4065","7.5"
"1534169 - AU","4066","1.05"
"1534169 - AU","4070","9.75"
"1534169 - AU","4080","4.35"
"1534169 - AU","4097","3"
"1534169 - AU","4104","1.05"
"1534169 - AU","4111","1.05"
"1534169 - AU","4701","2.1"
"1534169 - AU","4703","0.75"
"1534169 - AU","4705","9.75"
"1534169 - AU","4709","2.1"
"1534169 - AU","2001","10.5"
"1534169 - AU","2002","5.4"
"1534169 - AU","2004","24.75"
"1534169 - AU","2006","97.5"
"1534169 - AU","2009","19.05"
"1534169 - AU","2011","17.85"
"1534169 - AU","2012","1.65"
"1534169 - AU","2013","2.85"
"1534169 - AU","2014","2.85"
"1534169 - AU","2015","10.95"
"1534169 - AU","2016","60"
"1534169 - AU","2017","3"
"1534169 - AU","2018","75"
"1534169 - AU","2020","31.5"
"1534169 - AU","2024","37.5"
"1534169 - AU","2025","3.6"
"1534169 - AU","2026","49.5"
"1534169 - AU","2027","75"
"1534169 - AU","2028","45.9"
"1534169 - AU","2029","2.85"
"1534169 - AU","2031","1.5"
"1534169 - AU","2033","82.5"
"1534169 - AU","2034","37.5"
"1534169 - AU","2036","64.5"
"1534169 - AU","2039","6"
"1534169 - AU","2040","255"
"1534169 - AU","2041","36"
"1534169 - AU","2043","54"
"1534169 - AU","2044","3"
"1534169 - AU","2045","4.05"
"1534169 - AU","2047","54"
"1534169 - AU","2048","3"
"1534169 - AU","2049","0.9"
"1534169 - AU","2050","42"
"1534169 - AU","2051","21"
"1534169 - AU","2052","16.5"
"1534169 - AU","2054","52.5"
"1534169 - AU","2056","14.7"
"1534169 - AU","2058","1.35"
"1534169 - AU","2061","88.5"
"1534169 - AU","2062","18.15"
"1534169 - AU","2063","4.65"
"1534169 - AU","2065","0.15"
"1534169 - AU","2066","55.5"
"1534169 - AU","2075","2.1"
"1534169 - AU","2076","21"
"1534169 - AU","2077","0.45"
"1534169 - AU","2079","7.5"
"1534169 - AU","2081","45"
"1534169 - AU","2083","1.5"
"1534169 - AU","2088","30"
"1534169 - AU","2095","4.5"
"1534169 - AU","2096","2.25"
"1534169 - AU","2097","2.1"
"1534169 - AU","2098","1.65"
"1534169 - AU","2100","7.5"
"1534169 - AU","2105","9"
"1534169 - AU","2113","22.35"
"1534169 - AU","2116","2.7"
"1534169 - AU","2122","7.5"
"1534169 - AU","2125","67.5"
"1534169 - AU","2138","75"
"1534169 - AU","2141","102"
"1534169 - AU","2149","21"
"1534169 - AU","2154","33"
"1534169 - AU","2155","73.5"
"1534169 - AU","2161","90"
"1534169 - AU","2162","12"
"1534169 - AU","2163","3"
"1534169 - AU","2164","6.75"
"1534169 - AU","2168","138.75"
"1534169 - AU","2172","90"
"1534169 - AU","2175","29.25"
"1534169 - AU","2194","15"
"1534169 - AU","2205","112.5"
"1534169 - AU","2206","3"
"1534169 - AU","2217","31.05"
"1534169 - AU","2223","4.5"
"1534169 - AU","2710","12"
"1534169 - AU","2713","94.05"
"1534169 - AU","2715","42"
"1534169 - AU","3004","0.45"
"1534169 - AU","3008","0.3"
"1534169 - AU","3010","16.35"
"1534169 - AU","3017","1.5"
"1534169 - AU","3024","3"
"1534169 - AU","3026","3.75"
"1534169 - AU","3027","0.45"
"1534169 - AU","3029","8.25"
"1534169 - AU","3031","0.9"
"1534169 - AU","3034","3.45"
"1534169 - AU","3037","0.6"
"1534169 - AU","3040","4.95"
"1534169 - AU","3042","4.35"
"1534169 - AU","3043","5.25"
"1534169 - AU","3044","0.3"
"1534169 - AU","3046","24.75"
"1534169 - AU","3051","1.95"
"1534169 - AU","3053","0.15"
"1534169 - AU","3055","3"
"1534169 - AU","3073","4.2"
"1534169 - AU","3074","4.95"
"1534169 - AU","3087","0.75"
"1534169 - AU","3098","1.5"
"1534169 - AU","3099","0.9"
"1534169 - AU","3101","1.95"
"1534169 - AU","3103","0.45"
"1534169 - AU","3108","0.3"
"1534169 - AU","3111","0.75"
"1534169 - AU","3114","18.6"
"1534169 - AU","3118","4.65"
"1534169 - AU","3122","6"
"1534169 - AU","3127","1.2"
"1534169 - AU","3150","4.5"
